group_id,area_code,weight
area_36450,36450,0.000212
area_36451,36451,0.000424
area_36452,36452,0.000477
area_36453,36453,0.000371
area_36454,36454,0.000265
area_36458,36458,0.000106
area_36459,36459,0.000053
area_36461,36461,0.000265
area_36462,36462,0.000212
area_36463,36463,0.000318
area_36464,36464,0.000212
area_3647,3647,0.001271
area_36481,36481,0.000953
area_36482,36482,0.000636
area_36483,36483,0.000371
area_36484,36484,0.000318
area_365,365,0.000794
area_36601,36601,0.000371
area_36602,36602,0.000424
area_36603,36603,0.000583
area_36604,36604,0.000318
area_36605,36605,0.000159
area_36606,36606,0.000106
area_36607,36607,0.000212
area_36608,36608,0.000265
area_3661,3661,0.000212
area_36621,36621,0.000318
area_36622,36622,0.000424
area_36623,36623,0.000159
area_36624,36624,0.000106
area_36625,36625,0.000318
area_36626,36626,0.000212
area_36628,36628,0.000477
area_3663,3663,0.000477
area_36640,36640,0.000212
area_36642,36642,0.000371
area_36643,36643,0.000424
area_36644,36644,0.000053
area_36645,36645,0.000212
area_36646,36646,0.000053
area_36647,36647,0.000053
area_36648,36648,0.000371
area_36649,36649,0.000053
area_36651,36651,0.000530
area_36652,36652,0.000212
area_36653,36653,0.000106
area_36691,36691,0.000477
area_36692,36692,0.000847
area_36693,36693,0.000212
area_36694,36694,0.000318
area_36695,36695,0.000159
area_36701,36701,0.000265
area_36702,36702,0.000106
area_36703,36703,0.000265
area_36704,36704,0.000212
area_36705,36705,0.000318
area_3671,3671,0.000477
area_3672,3672,0.000318
area_36730,36730,0.000371
area_36731,36731,0.000318
area_36732,36732,0.000159
area_36733,36733,0.000106
area_36734,36734,0.000530
area_36735,36735,0.000106
area_36736,36736,0.000583
area_36737,36737,0.000318
area_36738,36738,0.000371
area_36739,36739,0.000424
area_36741,36741,0.000265
area_36742,36742,0.000371
area_36743,36743,0.000530
area_36744,36744,0.000318
area_3675,3675,0.000424
area_36761,36761,0.000106
area_36762,36762,0.000265
area_36764,36764,0.000106
area_36766,36766,0.000371
area_3677,3677,0.000583
area_36781,36781,0.000530
area_36782,36782,0.000212
area_36783,36783,0.000106
area_36784,36784,0.000053
area_36785,36785,0.000212
area_3679,3679,0.000053
area_3681,3681,0.000424
area_3682,3682,0.000053
area_3683,3683,0.000424
area_36840,36840,0.000106
area_36841,36841,0.000371
area_36842,36842,0.000053
area_36843,36843,0.000106
area_36844,36844,0.000159
area_36845,36845,0.000053
area_36846,36846,0.000371
area_36847,36847,0.000424
area_36848,36848,0.000159
area_36849,36849,0.000053
area_3685,3685,0.000530
area_3686,3686,0.000530
area_36870,36870,0.000053
area_36871,36871,0.000265
area_36873,36873,0.000583
area_36874,36874,0.000265
area_36875,36875,0.000318
area_36878,36878,0.000424
area_3691,3691,0.000106
area_36920,36920,0.000318
area_36921,36921,0.000053
area_36922,36922,0.000371
area_36923,36923,0.000106
area_36924,36924,0.000424
area_36925,36925,0.000318
area_36926,36926,0.000212
area_36927,36927,0.000053
area_36929,36929,0.000212
area_3693,3693,0.000318
area_36940,36940,0.000212
area_36941,36941,0.000212
area_36943,36943,0.000318
area_36944,36944,0.000424
area_36945,36945,0.000212
area_36946,36946,0.000371
area_36947,36947,0.000212
area_36948,36948,0.000265
area_36949,36949,0.000477
area_3695,3695,0.000371
area_36961,36961,0.000212
area_36962,36962,0.000159
area_36963,36963,0.000318
area_36964,36964,0.000424
area_36965,36965,0.000371
area_36966,36966,0.000424
area_36967,36967,0.000794
area_36968,36968,0.000159
area_36969,36969,0.000053
area_371,371,0.001430
area_37200,37200,0.000053
area_37202,37202,0.000106
area_37203,37203,0.000053
area_37204,37204,0.000053
area_37206,37206,0.000053
area_37207,37207,0.000159
area_37208,37208,0.000053
area_37209,37209,0.000053
area_3721,3721,0.000424
area_3722,3722,0.000265
area_3723,3723,0.000159
area_3724,3724,0.000053
area_3725,3725,0.000371
area_3726,3726,0.000159
area_3727,3727,0.000212
area_37291,37291,0.000106
area_37292,37292,0.000106
area_37293,37293,0.000053
area_37294,37294,0.000212
area_37295,37295,0.000106
area_37296,37296,0.000106
area_37297,37297,0.000265
area_37298,37298,0.000106
area_3731,3731,0.000159
area_37320,37320,0.000212
area_37321,37321,0.000212
area_37322,37322,0.000159
area_37323,37323,0.000053
area_37324,37324,0.000371
area_37325,37325,0.000053
area_37326,37326,0.000159
area_37327,37327,0.000053
area_37328,37328,0.000106
area_37329,37329,0.000053
area_3733,3733,0.000318
area_37341,37341,0.000212
area_37342,37342,0.000106
area_37343,37343,0.000159
area_37344,37344,0.000106
area_37346,37346,0.000159
area_37347,37347,0.000106
area_37349,37349,0.000106
area_3735,3735,0.000212
area_37360,37360,0.000424
area_37361,37361,0.000106
area_37362,37362,0.000053
area_37363,37363,0.000159
area_37364,37364,0.000265
area_37365,37365,0.000106
area_37366,37366,0.000053
area_37367,37367,0.000053
area_37368,37368,0.000053
area_37369,37369,0.000371
area_3737,3737,0.000688
area_37381,37381,0.000318
area_37382,37382,0.000371
area_37383,37383,0.000053
area_37384,37384,0.000053
area_3741,3741,0.000741
area_37421,37421,0.000318
area_37422,37422,0.000265
area_37423,37423,0.000265
area_37430,37430,0.000106
area_37431,37431,0.000212
area_37432,37432,0.000106
area_37433,37433,0.000053
area_37434,37434,0.000265
area_37435,37435,0.000106
area_37436,37436,0.000106
area_37437,37437,0.000053
area_37438,37438,0.000106
area_37439,37439,0.000265
area_3744,3744,0.000159
area_3745,3745,0.000265
area_37462,37462,0.000265
area_37463,37463,0.000265
area_37464,37464,0.000159
area_37465,37465,0.000212
area_37467,37467,0.000106
area_37468,37468,0.000159
area_375,375,0.000583
area_37600,37600,0.000106
area_37601,37601,0.000053
area_37602,37602,0.000212
area_37603,37603,0.000212
area_37605,37605,0.000053
area_37606,37606,0.000159
area_37607,37607,0.000106
area_37608,37608,0.000265
area_37609,37609,0.000053
area_3761,3761,0.000318
area_3762,3762,0.000212
area_3763,3763,0.000106
area_3764,3764,0.000159
area_3765,3765,0.000530
area_3771,3771,0.000159
area_3772,3772,0.000106
area_3773,3773,0.000106
area_3774,3774,0.000477
area_37752,37752,0.000530
area_37754,37754,0.000106
area_37756,37756,0.000053
area_37757,37757,0.000053
area_381,381,0.001006
area_38201,38201,0.000106
area_38202,38202,0.000371
area_38203,38203,0.001218
area_38204,38204,0.000212
area_38205,38205,0.000265
area_38206,38206,0.000106
area_38207,38207,0.000636
area_38208,38208,0.000265
area_38209,38209,0.000371
area_3821,3821,0.000106
area_38220,38220,0.000053
area_38221,38221,0.000106
area_38222,38222,0.000106
area_38223,38223,0.000265
area_38225,38225,0.000688
area_38226,38226,0.000053
area_38227,38227,0.000159
area_38228,38228,0.000159
area_38229,38229,0.000106
area_38231,38231,0.000636
area_38232,38232,0.000053
area_38233,38233,0.000053
area_38292,38292,0.000424
area_38293,38293,0.000212
area_38294,38294,0.001165
area_38295,38295,0.000847
area_38296,38296,0.000477
area_38297,38297,0.000477
area_38300,38300,0.000212
area_38301,38301,0.000265
area_38302,38302,0.000212
area_38303,38303,0.000106
area_38304,38304,0.000106
area_38305,38305,0.000106
area_38306,38306,0.000212
area_38307,38307,0.000106
area_38308,38308,0.000212
area_38309,38309,0.000159
area_3831,3831,0.000265
area_38320,38320,0.000318
area_38321,38321,0.000159
area_38322,38322,0.000159
area_38323,38323,0.000318
area_38324,38324,0.000424
area_38325,38325,0.000106
area_38326,38326,0.000212
area_38327,38327,0.000212
area_38328,38328,0.000212
area_38331,38331,0.000053
area_38332,38332,0.000053
area_38333,38333,0.000106
area_38334,38334,0.000212
area_3834,3834,0.000318
area_38351,38351,0.000318
area_38352,38352,0.000212
area_38353,38353,0.000318
area_38354,38354,0.000212
area_38355,38355,0.000265
area_38356,38356,0.000159
area_3836,3836,0.000265
area_38370,38370,0.000053
area_38371,38371,0.000159
area_38372,38372,0.000265
area_38373,38373,0.000212
area_38374,38374,0.000212
area_38375,38375,0.000159
area_38376,38376,0.000212
area_38377,38377,0.000212
area_38378,38378,0.000159
area_38379,38379,0.000212
area_3838,3838,0.000583
area_38391,38391,0.000265
area_38392,38392,0.000053
area_38393,38393,0.000106
area_3841,3841,0.002542
area_38422,38422,0.000953
area_38423,38423,0.000636
area_38424,38424,0.000583
area_38425,38425,0.000053
area_38426,38426,0.000159
area_38427,38427,0.000106
area_38428,38428,0.000424
area_38429,38429,0.000953
area_3843,3843,0.000371
area_3844,3844,0.000477
area_38450,38450,0.000265
area_38451,38451,0.000053
area_38452,38452,0.000159
area_38453,38453,0.000159
area_38454,38454,0.000159
area_38455,38455,0.000371
area_38456,38456,0.000053
area_38457,38457,0.000265
area_38458,38458,0.000318
area_38459,38459,0.000371
area_38461,38461,0.000583
area_38462,38462,0.000847
area_38464,38464,0.000530
area_38466,38466,0.000424
area_3847,3847,0.000636
area_38481,38481,0.000265
area_38482,38482,0.000530
area_38483,38483,0.000847
area_38484,38484,0.000318
area_38485,38485,0.000741
area_38486,38486,0.000371
area_38488,38488,0.000212
area_385,385,0.001483
area_3860,3860,0.000212
area_3861,3861,0.000159
area_3863,3863,0.000424
area_3865,3865,0.000106
area_3866,3866,0.000477
area_3867,3867,0.000318
area_3868,3868,0.000212
area_3869,3869,0.000265
area_3871,3871,0.000159
area_38720,38720,0.000159
area_38721,38721,0.000318
area_38722,38722,0.000159
area_38723,38723,0.000371
area_38724,38724,0.000053
area_38725,38725,0.000212
area_38726,38726,0.000265
area_38727,38727,0.000265
area_38728,38728,0.000212
area_38729,38729,0.000424
area_38731,38731,0.000371
area_38732,38732,0.000212
area_38733,38733,0.000371
area_38735,38735,0.000159
area_38736,38736,0.000477
area_38737,38737,0.000159
area_38738,38738,0.000106
area_3874,3874,0.000106
area_38750,38750,0.000159
area_38751,38751,0.000477
area_38752,38752,0.000212
area_38753,38753,0.000212
area_38754,38754,0.000212
area_38755,38755,0.000847
area_38756,38756,0.000424
area_38757,38757,0.000159
area_38758,38758,0.000530
area_38759,38759,0.000371
area_3876,3876,0.000847
area_3877,3877,0.000636
area_38780,38780,0.000371
area_38781,38781,0.000477
area_38782,38782,0.000583
area_38783,38783,0.000371
area_38784,38784,0.000371
area_38785,38785,0.000583
area_38787,38787,0.000583
area_38788,38788,0.000424
area_38789,38789,0.000583
area_38791,38791,0.000900
area_38792,38792,0.000106
area_38793,38793,0.000265
area_38794,38794,0.000212
area_38796,38796,0.000159
area_38797,38797,0.000900
area_3881,3881,0.001642
area_38821,38821,0.000530
area_38822,38822,0.000636
area_38823,38823,0.000318
area_38824,38824,0.000741
area_38825,38825,0.001377
area_38826,38826,0.000371
area_38827,38827,0.000530
area_38828,38828,0.001218
area_3883,3883,0.000794
area_38841,38841,0.000953
area_38842,38842,0.000424
area_38843,38843,0.000371
area_38844,38844,0.000688
area_38845,38845,0.000741
area_38847,38847,0.000530
area_38848,38848,0.000636
area_38850,38850,0.000159
area_38851,38851,0.000530
area_38852,38852,0.000794
area_38853,38853,0.000477
area_38854,38854,0.000265
area_38855,38855,0.000794
area_38856,38856,0.000371
area_38858,38858,0.000318
area_38859,38859,0.000265
area_3886,3886,0.000636
area_38871,38871,0.000741
area_38872,38872,0.000953
area_38873,38873,0.000636
area_38874,38874,0.000688
area_38875,38875,0.000318
area_38876,38876,0.000583
area_39000,39000,0.000265
area_39001,39001,0.000053
area_39002,39002,0.000106
area_39003,39003,0.000212
area_39004,39004,0.000212
area_39005,39005,0.000106
area_39006,39006,0.000106
area_39007,39007,0.000265
area_39008,39008,0.000318
area_39009,39009,0.000265
area_3901,3901,0.000477
area_3902,3902,0.000159
area_39030,39030,0.000212
area_39031,39031,0.000053
area_39032,39032,0.000212
area_39033,39033,0.000265
area_39034,39034,0.000318
area_39035,39035,0.000371
area_39036,39036,0.000159
area_39037,39037,0.000159
area_39038,39038,0.000106
area_39039,39039,0.000106
area_3904,3904,0.000477
area_39050,39050,0.000212
area_39051,39051,0.000159
area_39052,39052,0.000371
area_39053,39053,0.000053
area_39054,39054,0.000106
area_39055,39055,0.000265
area_39056,39056,0.000159
area_39057,39057,0.000318
area_39058,39058,0.000265
area_39059,39059,0.000371
area_39061,39061,0.000318
area_39062,39062,0.000106
area_3907,3907,0.000318
area_39080,39080,0.000371
area_39081,39081,0.000106
area_39082,39082,0.000265
area_39083,39083,0.000053
area_39084,39084,0.000159
area_39085,39085,0.000265
area_39086,39086,0.000106
area_39087,39087,0.000212
area_39088,39088,0.000106
area_39089,39089,0.000371
area_3909,3909,0.000265
area_391,391,0.001218
area_39200,39200,0.000424
area_39201,39201,0.000265
area_39202,39202,0.000477
area_39203,39203,0.000106
area_39204,39204,0.000265
area_39205,39205,0.000318
area_39206,39206,0.000318
area_39207,39207,0.000053
area_39208,39208,0.000212
area_39209,39209,0.000159
area_3921,3921,0.000371
area_39221,39221,0.000265
area_39222,39222,0.000371
area_39223,39223,0.000371
area_39224,39224,0.000212
area_39225,39225,0.000371
area_39226,39226,0.000053
area_3923,3923,0.000371
area_39241,39241,0.000106
area_39242,39242,0.000159
area_39243,39243,0.000106
area_39244,39244,0.000053
area_39245,39245,0.000265
area_39246,39246,0.000212
area_39247,39247,0.000371
area_39248,39248,0.000265
area_3925,3925,0.000212
area_39262,39262,0.000159
area_39263,39263,0.000106
area_39264,39264,0.000053
area_39265,39265,0.000053
area_39266,39266,0.000159
area_39267,39267,0.000159
area_39268,39268,0.000318
area_3928,3928,0.000159
area_39291,39291,0.000424
area_39292,39292,0.000318
area_39293,39293,0.000212
area_39294,39294,0.000159
area_39295,39295,0.000106
area_39296,39296,0.000053
area_39297,39297,0.000159
area_39298,39298,0.000212
area_3931,3931,0.000424
area_39320,39320,0.000106
area_39321,39321,0.000212
area_39322,39322,0.000318
area_39323,39323,0.000212
area_39324,39324,0.000424
area_39325,39325,0.000371
area_39327,39327,0.000106
area_39328,39328,0.000212
area_39329,39329,0.000106
area_3933,3933,0.000212
area_39341,39341,0.000159
area_39342,39342,0.000053
area_39343,39343,0.000053
area_39344,39344,0.000159
area_39345,39345,0.000053
area_39346,39346,0.000159
area_39347,39347,0.000106
area_39348,39348,0.000212
area_39349,39349,0.000212
area_3935,3935,0.000371
area_39361,39361,0.000265
area_39362,39362,0.000265
area_39363,39363,0.000106
area_39364,39364,0.000212
area_39365,39365,0.000212
area_39366,39366,0.000212
area_3937,3937,0.000424
area_39382,39382,0.000265
area_39383,39383,0.000106
area_39384,39384,0.000371
area_39386,39386,0.000265
area_39387,39387,0.000424
area_39388,39388,0.000424
area_39389,39389,0.000371
area_39390,39390,0.000106
area_39391,39391,0.000212
area_39392,39392,0.000106
area_39393,39393,0.000159
area_39394,39394,0.000212
area_39395,39395,0.000212
area_39396,39396,0.000159
area_39397,39397,0.000212
area_39398,39398,0.000053
area_39399,39399,0.000159
area_39400,39400,0.000106
area_39401,39401,0.000318
area_39402,39402,0.000159
area_39403,39403,0.000106
area_39404,39404,0.000106
area_39405,39405,0.000106
area_39406,39406,0.000053
area_39407,39407,0.000318
area_39408,39408,0.000318
area_39409,39409,0.000265
area_3941,3941,0.000318
area_39421,39421,0.000477
area_39422,39422,0.000265
area_39423,39423,0.000106
area_39424,39424,0.000212
area_39425,39425,0.000265
area_39426,39426,0.000159
area_39427,39427,0.000159
area_39428,39428,0.000106
area_3943,3943,0.000159
area_3944,3944,0.000265
area_39451,39451,0.000106
area_39452,39452,0.000265
area_39453,39453,0.000053
area_39454,39454,0.000159
area_39455,39455,0.000159
area_39456,39456,0.000106
area_39457,39457,0.000159
area_39458,39458,0.000212
area_39459,39459,0.000159
area_3946,3946,0.000212
area_3947,3947,0.000212
area_39481,39481,0.000212
area_39482,39482,0.000053
area_39483,39483,0.000159
area_39484,39484,0.000265
area_39485,39485,0.000159
area_39487,39487,0.000106
area_39488,39488,0.000106
area_39489,39489,0.000053
area_3949,3949,0.000265
area_395,395,0.000741
area_39600,39600,0.000212
area_39601,39601,0.000265
area_39602,39602,0.000212
area_39603,39603,0.000212
area_39604,39604,0.000106
area_39605,39605,0.000053
area_39606,39606,0.000212
area_39607,39607,0.000318
area_39608,39608,0.000106
area_3961,3961,0.000265
area_3962,3962,0.000530
area_3963,3963,0.000265
area_3964,3964,0.000106
area_3965,3965,0.000212
area_3966,3966,0.000212
area_3967,3967,0.000106
area_3968,3968,0.000265
area_3969,3969,0.000212
area_3971,3971,0.000371
area_39721,39721,0.000159
area_39722,39722,0.000212
area_39723,39723,0.000212
area_39724,39724,0.000212
area_39726,39726,0.000318
area_39727,39727,0.000265
area_39728,39728,0.000106
area_3973,3973,0.000212
area_39740,39740,0.000106
area_39741,39741,0.000106
area_39742,39742,0.000371
area_39743,39743,0.000265
area_39744,39744,0.000212
area_39746,39746,0.000212
area_39747,39747,0.000159
area_39748,39748,0.000106
area_39749,39749,0.000265
area_39751,39751,0.000265
area_39752,39752,0.000212
area_39753,39753,0.000106
area_39754,39754,0.000265
area_3976,3976,0.000212
area_39771,39771,0.000106
area_39772,39772,0.000159
area_39773,39773,0.000106
area_39774,39774,0.000159
area_39775,39775,0.000159
area_39776,39776,0.000053
area_39777,39777,0.000212
area_39778,39778,0.000212
area_39779,39779,0.000106
area_3981,3981,0.000053
area_39820,39820,0.000212
area_39821,39821,0.000106
area_39822,39822,0.000053
area_39823,39823,0.000053
area_39824,39824,0.000159
area_39825,39825,0.000053
area_39826,39826,0.000212
area_39827,39827,0.000053
area_39828,39828,0.000159
area_39829,39829,0.000212
area_39831,39831,0.000212
area_39832,39832,0.000159
area_39833,39833,0.000212
area_3984,3984,0.000265
area_39851,39851,0.000106
area_39852,39852,0.000106
area_39853,39853,0.000265
area_39854,39854,0.000212
area_39855,39855,0.000106
area_39856,39856,0.000106
area_39857,39857,0.000318
area_39858,39858,0.000265
area_39859,39859,0.000159
area_39861,39861,0.000477
area_39862,39862,0.000265
area_39863,39863,0.000212
area_3987,3987,0.000424
area_39881,39881,0.000106
area_39882,39882,0.000106
area_39883,39883,0.000159
area_39885,39885,0.000106
area_39886,39886,0.000159
area_39887,39887,0.000371
area_39888,39888,0.000212
area_39889,39889,0.000053
area_3991,3991,0.000318
area_39921,39921,0.000159
area_39922,39922,0.000265
area_39923,39923,0.000212
area_39924,39924,0.000371
area_39925,39925,0.000318
area_39926,39926,0.000053
area_39927,39927,0.000106
area_39928,39928,0.000159
area_39929,39929,0.000053
area_39931,39931,0.000424
area_39932,39932,0.000424
area_39933,39933,0.000318
area_39934,39934,0.000530
area_3994,3994,0.000106
area_39951,39951,0.000106
area_39952,39952,0.000212
area_39953,39953,0.000318
area_39954,39954,0.000212
area_39955,39955,0.000159
area_39956,39956,0.000053
area_39957,39957,0.000106
area_39959,39959,0.000265
area_3996,3996,0.000318
area_39971,39971,0.000318
area_39972,39972,0.000159
area_39973,39973,0.000159
area_39975,39975,0.000212
area_39976,39976,0.000159
area_39977,39977,0.000318
area_39978,39978,0.000159
area_3998,3998,0.000530
area_39991,39991,0.000212
area_39992,39992,0.000053
area_39993,39993,0.000265
area_39994,39994,0.000318
area_39995,39995,0.000053
area_39996,39996,0.000159
area_39997,39997,0.000212
area_39998,39998,0.000371
area_39999,39999,0.000106
area_40,40,0.006196
area_4101,4101,0.000424
area_4102,4102,0.000106
area_4103,4103,0.000159
area_4104,4104,0.000371
area_4105,4105,0.000159
area_4106,4106,0.000265
area_4107,4107,0.000212
area_4108,4108,0.000053
area_4109,4109,0.000053
area_4120,4120,0.000053
area_4121,4121,0.000583
area_4122,4122,0.000371
area_4123,4123,0.000424
area_4124,4124,0.000212
area_4125,4125,0.000159
area_4126,4126,0.000106
area_4127,4127,0.000265
area_4128,4128,0.000053
area_4129,4129,0.000106
area_4131,4131,0.000530
area_4132,4132,0.000212
area_4133,4133,0.000159
area_4134,4134,0.000106
area_4135,4135,0.000159
area_4136,4136,0.000106
area_4137,4137,0.000159
area_4138,4138,0.000053
area_4140,4140,0.000106
area_4141,4141,0.000318
area_4142,4142,0.000212
area_4143,4143,0.000053
area_4144,4144,0.000424
area_4149,4149,0.000106
area_4151,4151,0.000636
area_4152,4152,0.000371
area_4153,4153,0.000741
area_4154,4154,0.000636
area_4155,4155,0.000477
area_4156,4156,0.000318
area_4157,4157,0.000053
area_4158,4158,0.000371
area_4159,4159,0.000265
area_4161,4161,0.000053
area_4162,4162,0.000106
area_4163,4163,0.000265
area_4164,4164,0.000106
area_4165,4165,0.000159
area_4166,4166,0.000053
area_4167,4167,0.000106
area_4168,4168,0.000106
area_4169,4169,0.000106
area_4171,4171,0.000053
area_4172,4172,0.000053
area_4173,4173,0.000159
area_4174,4174,0.000053
area_4175,4175,0.000053
area_4176,4176,0.000106
area_4177,4177,0.000053
area_4178,4178,0.000053
area_4180,4180,0.000053
area_4181,4181,0.000053
area_4182,4182,0.000265
area_4183,4183,0.000106
area_4184,4184,0.000053
area_4185,4185,0.000106
area_4186,4186,0.000106
area_4188,4188,0.000106
area_4189,4189,0.000053
area_4191,4191,0.000318
area_4192,4192,0.000530
area_4193,4193,0.000159
area_4194,4194,0.000265
area_4195,4195,0.000159
area_4202,4202,0.000053
area_4203,4203,0.000053
area_4204,4204,0.000106
area_4205,4205,0.000053
area_4206,4206,0.000106
area_4207,4207,0.000053
area_4208,4208,0.000053
area_4209,4209,0.000053
area_421,421,0.001854
area_4221,4221,0.000212
area_4222,4222,0.000053
area_4224,4224,0.000053
area_4231,4231,0.000053
area_4232,4232,0.000053
area_4233,4233,0.000053
area_4234,4234,0.000053
area_4236,4236,0.000053
area_4240,4240,0.000053
area_4241,4241,0.000053
area_4242,4242,0.000053
area_4243,4243,0.000053
area_4244,4244,0.000212
area_4245,4245,0.000106
area_4246,4246,0.000053
area_4247,4247,0.000159
area_4251,4251,0.000159
area_4252,4252,0.000053
area_4253,4253,0.000053
area_4254,4254,0.000212
area_4255,4255,0.000053
area_4256,4256,0.000053
area_4257,4257,0.000053
area_4258,4258,0.000053
area_4261,4261,0.000053
area_4262,4262,0.000053
area_4263,4263,0.000053
area_4264,4264,0.000212
area_4265,4265,0.000053
area_4266,4266,0.000212
area_4267,4267,0.000212
area_4268,4268,0.000053
area_4269,4269,0.000159
area_4271,4271,0.000053
area_4272,4272,0.000212
area_4273,4273,0.000106
area_4274,4274,0.000106
area_4275,4275,0.000053
area_4276,4276,0.000053
area_4277,4277,0.000053
area_4281,4281,0.000106
area_4282,4282,0.000477
area_4283,4283,0.000159
area_4284,4284,0.000212
area_4285,4285,0.000159
area_4286,4286,0.000053
area_4287,4287,0.000053
area_4288,4288,0.000159
area_4289,4289,0.000106
area_4292,4292,0.000053
area_4294,4294,0.000053
area_4295,4295,0.000053
area_4296,4296,0.000053
area_4298,4298,0.000053
area_4302,4302,0.000530
area_4303,4303,0.000265
area_4305,4305,0.000106
area_4307,4307,0.000106
area_4308,4308,0.000053
area_431,431,0.001642
area_4320,4320,0.000106
area_4321,4321,0.000371
area_4322,4322,0.000741
area_4323,4323,0.000424
area_4324,4324,0.000424
area_4326,4326,0.000159
area_4327,4327,0.000053
area_4328,4328,0.000106
area_4329,4329,0.000159
area_4330,4330,0.000106
area_4331,4331,0.001006
area_4332,4332,0.000371
area_4333,4333,0.000106
area_4334,4334,0.000106
area_4335,4335,0.000159
area_4336,4336,0.000106
area_4337,4337,0.000212
area_4338,4338,0.000159
area_4339,4339,0.000265
area_4340,4340,0.000212
area_4342,4342,0.000318
area_4343,4343,0.000265
area_4344,4344,0.000583
area_4346,4346,0.000583
area_4347,4347,0.000530
area_4348,4348,0.000159
area_4349,4349,0.000159
area_4351,4351,0.000424
area_4352,4352,0.000159
area_4353,4353,0.000371
area_4354,4354,0.000212
area_4355,4355,0.000318
area_4356,4356,0.000371
area_4357,4357,0.000159
area_4358,4358,0.000159
area_4361,4361,0.000212
area_4362,4362,0.000053
area_4363,4363,0.000318
area_4364,4364,0.000212
area_4365,4365,0.000159
area_4366,4366,0.000053
area_4367,4367,0.000053
area_4371,4371,0.000159
area_4372,4372,0.000106
area_4381,4381,0.000424
area_4382,4382,0.000053
area_4383,4383,0.000212
area_4384,4384,0.000212
area_4385,4385,0.000371
area_4392,4392,0.000583
area_4393,4393,0.000159
area_4394,4394,0.000265
area_4401,4401,0.000053
area_4402,4402,0.000053
area_4403,4403,0.000053
area_4404,4404,0.000053
area_4405,4405,0.000053
area_4406,4406,0.000053
area_4407,4407,0.000053
area_4408,4408,0.000053
area_441,441,0.000477
area_4421,4421,0.000265
area_4422,4422,0.000053
area_4431,4431,0.000106
area_4433,4433,0.000053
area_4434,4434,0.000053
area_4435,4435,0.000106
area_4441,4441,0.000053
area_4442,4442,0.000053
area_4443,4443,0.000053
area_4444,4444,0.000053
area_4445,4445,0.000053
area_4446,4446,0.000053
area_4447,4447,0.000053
area_4451,4451,0.000053
area_4453,4453,0.000106
area_4454,4454,0.000053
area_4458,4458,0.000053
area_4461,4461,0.000106
area_4462,4462,0.000053
area_4463,4463,0.000053
area_4465,4465,0.000053
area_4469,4469,0.000053
area_4471,4471,0.000053
area_4472,4472,0.000053
area_4473,4473,0.000212
area_4474,4474,0.000212
area_4475,4475,0.000212
area_4478,4478,0.000053
area_4479,4479,0.000159
area_4480,4480,0.000053
area_4482,4482,0.000053
area_4488,4488,0.000053
area_4489,4489,0.000053
area_4491,4491,0.000053
area_4492,4492,0.000053
area_4493,4493,0.000053
area_4494,4494,0.000053
area_4499,4499,0.000053
area_4501,4501,0.000318
area_4503,4503,0.000212
area_4504,4504,0.000424
area_4505,4505,0.000053
area_4506,4506,0.000106
area_4508,4508,0.000159
area_4509,4509,0.000106
area_451,451,0.001536
area_4510,4510,0.000053
area_4521,4521,0.000053
area_4522,4522,0.000318
area_4523,4523,0.000159
area_4525,4525,0.000106
area_4526,4526,0.000265
area_4527,4527,0.000212
area_4528,4528,0.000212
area_4529,4529,0.000053
area_4531,4531,0.000265
area_4532,4532,0.000424
area_4533,4533,0.000424
area_4534,4534,0.000318
area_4535,4535,0.000265
area_4536,4536,0.000371
area_4537,4537,0.000265
area_4539,4539,0.000212
area_4541,4541,0.000900
area_4542,4542,0.000636
area_4543,4543,0.000477
area_4544,4544,0.000318
area_4545,4545,0.000318
area_4546,4546,0.000106
area_4547,4547,0.000106
area_4550,4550,0.000265
area_4551,4551,0.000741
area_4552,4552,0.000265
area_4553,4553,0.000318
area_4554,4554,0.000106
area_4555,4555,0.000053
area_4556,4556,0.000053
area_4557,4557,0.000212
area_4558,4558,0.000159
area_4559,4559,0.000106
area_4561,4561,0.000106
area_4562,4562,0.000053
area_4563,4563,0.000053
area_4564,4564,0.000106
area_4602,4602,0.000053
area_4603,4603,0.000212
area_4604,4604,0.000106
area_4605,4605,0.000318
area_4606,4606,0.000053
area_4607,4607,0.000159
area_4608,4608,0.000053
area_4609,4609,0.000106
area_461,461,0.000424
area_4621,4621,0.000636
area_4622,4622,0.000265
area_4623,4623,0.000583
area_4624,4624,0.000477
area_4625,4625,0.000318
area_4626,4626,0.000212
area_4627,4627,0.000318
area_4630,4630,0.000053
area_4631,4631,0.000159
area_4632,4632,0.000212
area_4633,4633,0.000159
area_4634,4634,0.000212
area_4635,4635,0.000053
area_4636,4636,0.000265
area_4637,4637,0.000159
area_4638,4638,0.000159
area_4639,4639,0.000265
area_4641,4641,0.001006
area_4642,4642,0.000477
area_4643,4643,0.000424
area_4644,4644,0.000265
area_4646,4646,0.000424
area_4651,4651,0.000477
area_4661,4661,0.000212
area_4662,4662,0.000371
area_4663,4663,0.000424
area_4664,4664,0.000212
area_4665,4665,0.000212
area_4666,4666,0.000212
area_4667,4667,0.000159
area_4668,4668,0.000106
area_4671,4671,0.000583
area_4672,4672,0.000318
area_4673,4673,0.000265
area_4674,4674,0.000106
area_4681,4681,0.000318
area_4682,4682,0.000106
area_4683,4683,0.000318
area_4684,4684,0.000053
area_4702,4702,0.000053
area_4704,4704,0.000106
